"Source","Target","Flow"
"Rosario","Torino - Carrobbio",15
"Rosario","Treves",1
"Rosario","Università Bocconi",3
"Rosario","Università Cattolica",26
"Rosario","V Alpini",17
"Rosario","Valtellina - Aprica",1
"Rosario","Velasca",5
"Rosario","Vercelli - Cherubini",17
"Rosario","Vercelli - Piemonte",32
"Rosario","Vesuvio - Lipari",25
"Rosario","VI Febbraio",1
"Rosario","Vittor Pisani",2
"Rosario","XXIV Maggio",31
"Rosario","XXV Aprile",9
"Rosario","Zara M3",1
"Rosario","Zavattari - Tempesta",2
"Rotonda della Besana","Accursio - Portello",3
"Rotonda della Besana","Alserio - Cola Montano",1
"Rotonda della Besana","Amendola M1",1
"Rotonda della Besana","Aquileia",2
"Rotonda della Besana","Arcivescovado",8
"Rotonda della Besana","Arco della Pace 1 - Bertani",1
"Rotonda della Besana","Arco della Pace 2 - Pagano",2
"Rotonda della Besana","Arcole - Argelati",27
"Rotonda della Besana","Aspromonte - Pecchio",2
"Rotonda della Besana","Augusto",11
"Rotonda della Besana","B.Marcello - Boscovich",1
"Rotonda della Besana","Balilla - Tibaldi",1
"Rotonda della Besana","Bassini - Grossich",1
"Rotonda della Besana","Beatrice d'Este - Cassolo",6
"Rotonda della Besana","Beccaria",21
"Rotonda della Besana","Benaco - Brembo",3
"Rotonda della Besana","Bergognone - Tortona",1
"Rotonda della Besana","Bernini",1
"Rotonda della Besana","Bertarelli",5
"Rotonda della Besana","Bocconi 2 - Bach",4
"Rotonda della Besana","Bocconi 3 - I. Aragona",3
"Rotonda della Besana","Bonomelli",2
"Rotonda della Besana","Borgogna",14
"Rotonda della Besana","Borsieri - Confalonieri",1
"Rotonda della Besana","Brenta MM",4
"Rotonda della Besana","Brera",7
"Rotonda della Besana","Bronzetti - Archimede",6
"Rotonda della Besana","Buenos Aires - Argentina",4
"Rotonda della Besana","Buenos Aires - Lima",1
"Rotonda della Besana","Buonarroti",4
"Rotonda della Besana","Cadore - Pinaroli",28
"Rotonda della Besana","Cadorna 1",22
"Rotonda della Besana","Cadorna 2",1
"Rotonda della Besana","Cadorna 3",57
"Rotonda della Besana","Caiazzo",1
"Rotonda della Besana","Cairoli",4
"Rotonda della Besana","Caldara / Curtatone",7
"Rotonda della Besana","Cantore",4
"Rotonda della Besana","Cantù",1
"Rotonda della Besana","Cardinal Ferrari",8
"Rotonda della Besana","Castel Morrone - M. A. Di Savoia",2
"Rotonda della Besana","Cavour",8
"Rotonda della Besana","Centrale 1",20
"Rotonda della Besana","Centrale 2",3
"Rotonda della Besana","Chiese - F. Testi",1
"Rotonda della Besana","Cinque Giornate",4
"Rotonda della Besana","Cirene - Friuli",4
"Rotonda della Besana","Col di Lana - Col Moschin",5
"Rotonda della Besana","Conciliazione",3
"Rotonda della Besana","Coni Zugna Solari",15
"Rotonda della Besana","Cordusio",3
"Rotonda della Besana","Crema - Giulio Romano",18
"Rotonda della Besana","Crocetta",56
"Rotonda della Besana","D'Ancona",5
"Rotonda della Besana","Dante - San Tomaso",4
"Rotonda della Besana","Dateo",8
"Rotonda della Besana","De Angeli - R. Sanzio",2
"Rotonda della Besana","De Angeli - Ripamonti",7
"Rotonda della Besana","Dell'Umanitaria",2
"Rotonda della Besana","Diaz",22
"Rotonda della Besana","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE",6
"Rotonda della Besana","Duomo",12
"Rotonda della Besana","Durante - D'aviano",2
"Rotonda della Besana","Edison",1
"Rotonda della Besana","Elba - Cimarosa",1
"Rotonda della Besana","Emilia - Piceno",22
"Rotonda della Besana","Erculea",3
"Rotonda della Besana","Fatebenefratelli",5
"Rotonda della Besana","Festa del Perdono",14
"Rotonda della Besana","Fiamma",4
"Rotonda della Besana","Foppa - Caravaggio",12
"Rotonda della Besana","Friuli",11
"Rotonda della Besana","Garibaldi Pepe",1
"Rotonda della Besana","Giovanni XXIII",1
"Rotonda della Besana","Gorini - Strambio",2
"Rotonda della Besana","Gorizia 1",1
"Rotonda della Besana","Indipendenza-Castel Morrone",5
"Rotonda della Besana","Italia - San Martino",8
"Rotonda della Besana","IV Novembre",3
"Rotonda della Besana","Lazio - Vasari - Morosini",10
"Rotonda della Besana","Lodi - Papi",7
"Rotonda della Besana","M. Gioia - ""Regione""",1
"Rotonda della Besana","Majno - Baretti",8
"Rotonda della Besana","Manin - Bastioni",2
"Rotonda della Besana","Manzoni",2
"Rotonda della Besana","Marussig - Castelvetro",2
"Rotonda della Besana","Mascagni",6
"Rotonda della Besana","Meda",29
"Rotonda della Besana","Medaglie D'Oro 1",12
"Rotonda della Besana","Medaglie D'Oro 2",25
"Rotonda della Besana","Melchiorre Gioia - Galvani",1
"Rotonda della Besana","Missori",5
"Rotonda della Besana","Modena - Castel Morrone",6
"Rotonda della Besana","Molino delle Armi",6
"Rotonda della Besana","Montenero - Spartaco",5
"Rotonda della Besana","Morgagni Redi",1
"Rotonda della Besana","Morozzo della Rocca",3
"Rotonda della Besana","Moscova",7
"Rotonda della Besana","Murat - Villani - Milano Sport",1
"Rotonda della Besana","Muratori - Umbria",8
"Rotonda della Besana","Napo Torriani",2
"Rotonda della Besana","Napoli - Washington",1
"Rotonda della Besana","Naviglio Pavese - Torricelli",2
"Rotonda della Besana","Nigra - Castellini",2
"Rotonda della Besana","Novelli - Carnaghi",2
"Rotonda della Besana","P.zza Luigi di Savoia",1
"Rotonda della Besana","Palazzo Marino",13
"Rotonda della Besana","Palestro 1",1
"Rotonda della Besana","Palestro 2",1
"Rotonda della Besana","Patellani",2
"Rotonda della Besana","Piazzale Lodi",10
"Rotonda della Besana","Piola",1
"Rotonda della Besana","Porta Genova",2
"Rotonda della Besana","Porta Nuova",2
"Rotonda della Besana","Porta Venezia",32
"Rotonda della Besana","Porta Venezia 2",3
"Rotonda della Besana","Procaccini - Gramsci",8
"Rotonda della Besana","QT8 - Isernia",5
"Rotonda della Besana","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",10
"Rotonda della Besana","Regina Margherita",4
"Rotonda della Besana","Resistenza Partigiana",35
"Rotonda della Besana","Restelli - Galvani RL 1",4
"Rotonda della Besana","Richini",5
"Rotonda della Besana","Ripamonti Bellezza",3
"Rotonda della Besana","Risorgimento",13
"Rotonda della Besana","Romagna - Pascoli",16
"Rotonda della Besana","Romolo M2",2
"Rotonda della Besana","Roncaglia - Washington",1
"Rotonda della Besana","Rosario",1
"Rotonda della Besana","Rotonda della Besana",32
"Rotonda della Besana","S. F. Romana",9
"Rotonda della Besana","S. Nazaro in Brolo",6
"Rotonda della Besana","S. Stefano",8
"Rotonda della Besana","San Babila",64
"Rotonda della Besana","San Barnaba H Mangiagalli",13
"Rotonda della Besana","San Giorgio",3
"Rotonda della Besana","San Giovanni sul Muro",2
"Rotonda della Besana","San Gottardo - Gentilino",1
"Rotonda della Besana","San Lorenzo - ""Colonne""",3
"Rotonda della Besana","San Pietro all'Orto",2
"Rotonda della Besana","San Pietro in Gessate",8
"Rotonda della Besana","San Vito",5
"Rotonda della Besana","Sant'Agostino",2
"Rotonda della Besana","Sant'Ambrogio",3
"Rotonda della Besana","Sant'Angelo - P.ta Nuova",1
"Rotonda della Besana","Sant'Eustorgio- P.ta Ticinese",2
"Rotonda della Besana","Santa Maria Beltrade",1
"Rotonda della Besana","Santa Maria delle Grazie",17
"Rotonda della Besana","Santa Sofia",16
"Rotonda della Besana","Santissima Trinità",2
"Rotonda della Besana","Savona - Tolstoj",2
"Rotonda della Besana","Segantini - Darwin",4
"Rotonda della Besana","Sempione - Melzi d Eril",3
"Rotonda della Besana","Senato",7
"Rotonda della Besana","Spadolini - Centro Leoni",1
"Rotonda della Besana","Stelvio - Farini",1
"Rotonda della Besana","Stuparich - Albani",1
"Rotonda della Besana","Susa - Sidoli",1
"Rotonda della Besana","Tiraboschi - Muratori",22
"Rotonda della Besana","Tommaseo",1
"Rotonda della Besana","Torino - Carrobbio",1
"Rotonda della Besana","Toscana- Leoni",1
"Rotonda della Besana","Tunisia - Cozzi",11
"Rotonda della Besana","Tunisia Lecco Bellintani",4
"Rotonda della Besana","Università Bocconi",1
"Rotonda della Besana","Velasca",6
"Rotonda della Besana","Vercelli - Piemonte",1
"Rotonda della Besana","Verrocchio - Juvara",1
"Rotonda della Besana","Vesuvio - Lipari",1
"Rotonda della Besana","VIII novembre",3
"Rotonda della Besana","Vittor Pisani",4
"Rotonda della Besana","XXII Marzo",20
"Rotonda della Besana","XXIV Maggio",10
"Rotonda della Besana","XXV Aprile",6
"S. F. Romana","Amendola M1",2
"S. F. Romana","Arcivescovado",19
"S. F. Romana","Aspromonte - Pecchio",18
"S. F. Romana","Augusto",28
"S. F. Romana","B.Marcello - Boscovich",7
"S. F. Romana","Bacone - Monteverdi",139
"S. F. Romana","Balilla - Tibaldi",2
"S. F. Romana","Bassini - Grossich",27
"S. F. Romana","Beccaria",35
"S. F. Romana","Bernini",88
"S. F. Romana","Bertarelli",3
"S. F. Romana","Bocconi 2 - Bach",4
"S. F. Romana","Bocconi 3 - I. Aragona",3
"S. F. Romana","Bonomelli",1
"S. F. Romana","Borgogna",3
"S. F. Romana","Borsieri - Confalonieri",7
"S. F. Romana","Brenta MM",3
"S. F. Romana","Brera",13
"S. F. Romana","Brianza - Venini",6
"S. F. Romana","Bronzetti - Archimede",6
"S. F. Romana","Buenos Aires - Argentina",72
"S. F. Romana","Buenos Aires - Lima",23
"S. F. Romana","Buonarroti",1
"S. F. Romana","Ca' Granda - F. Testi",2
"S. F. Romana","Cadore - Pinaroli",18
"S. F. Romana","Cadorna 2",1
"S. F. Romana","Cadorna 3",3
"S. F. Romana","Caiazzo",14
"S. F. Romana","Cairoli",20
"S. F. Romana","Caldara / Curtatone",6
"S. F. Romana","Cardinal Ferrari",9
"S. F. Romana","Castel Morrone - M. A. Di Savoia",31
"S. F. Romana","Castelli - Ailanti",2
"S. F. Romana","Castello Acquario civico",1
"S. F. Romana","Cavour",62
"S. F. Romana","Centrale 1",61
"S. F. Romana","Centrale 2",41
"S. F. Romana","Chiesa - E. Filiberto",4
"S. F. Romana","Cinque Giornate",36
"S. F. Romana","Cirene - Friuli",3
"S. F. Romana","Conciliazione",2
"S. F. Romana","Coni Zugna Solari",1
"S. F. Romana","Cordusio",5
"S. F. Romana","Crocetta",2
"S. F. Romana","Cusani",8
"S. F. Romana","D'Ancona",1
"S. F. Romana","Dante - San Tomaso",1
"S. F. Romana","Dateo",12
"S. F. Romana","De Angeli - R. Sanzio",2
"S. F. Romana","De Angeli - Ripamonti",1
"S. F. Romana","Dell'Umanitaria",6
"S. F. Romana","Diaz",4
"S. F. Romana","Domodossola FNM - Filelfo",5
"S. F. Romana","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE",67
"S. F. Romana","Duomo",30
"S. F. Romana","Durante - D'aviano",29
"S. F. Romana","Edison",2
"S. F. Romana","Elba - Cimarosa",3
"S. F. Romana","Emilia - Piceno",6
"S. F. Romana","Erculea",6
"S. F. Romana","F.Filzi",8
"S. F. Romana","Farini - Quadrio",6
"S. F. Romana","Fatebenefratelli",43
"S. F. Romana","Festa del Perdono",7
"S. F. Romana","Fiamma",19
"S. F. Romana","Foppa - Caravaggio",1
"S. F. Romana","Friuli",23
"S. F. Romana","Galvani - Restelli - RL",1
"S. F. Romana","Garibaldi - Sturzo",5
"S. F. Romana","Garibaldi Pepe",3
"S. F. Romana","Gioia - Carissimi",12
"S. F. Romana","Gioia - Cassina De' Pomm",3
"S. F. Romana","Gioia - Pirelli",6
"S. F. Romana","Gioia - Sassetti",1
"S. F. Romana","Gorini - Strambio",81
"S. F. Romana","Gorizia 1",2
"S. F. Romana","Govone - Borgese",10
"S. F. Romana","Imbonati - Dergano M3",1
"S. F. Romana","Indipendenza-Castel Morrone",11
"S. F. Romana","Istria M5 - F. Testi",3
"S. F. Romana","Italia - San Martino",5
"S. F. Romana","IV Novembre",2
"S. F. Romana","Lagosta",7
"S. F. Romana","Lancetti Passante - Maloja",1
"S. F. Romana","Lanza",2
"S. F. Romana","Lazio - Vasari - Morosini",6
"S. F. Romana","Legnano Arena civica",3
"S. F. Romana","Lodi - Papi",2
"S. F. Romana","Lombardia - Vallazze",34
"S. F. Romana","Loreto 1",63
"S. F. Romana","Lotto",1
"S. F. Romana","M. Gioia - ""Regione""",7
"S. F. Romana","Maciachini - Marche",2
"S. F. Romana","Majno - Baretti",56
"S. F. Romana","Manin - Bastioni",12
"S. F. Romana","Manzoni",28
"S. F. Romana","Marussig - Castelvetro",4
"S. F. Romana","Mascagni",26
"S. F. Romana","Meda",22
"S. F. Romana","Medaglie D'Oro 1",12
"S. F. Romana","Medaglie D'Oro 2",4
"S. F. Romana","Melchiorre Gioia - Galvani",2
"S. F. Romana","Mentana",1
"S. F. Romana","Milizie - Tortona",1
"S. F. Romana","Missori",4
"S. F. Romana","Modena - Castel Morrone",43
"S. F. Romana","Molino delle Armi",8
"S. F. Romana","Montenero - Spartaco",18
"S. F. Romana","Morgagni Redi",16
"S. F. Romana","Morozzo della Rocca",1
"S. F. Romana","Moscova",14
"S. F. Romana","Murat - Villani - Milano Sport",1
"S. F. Romana","Muratori - Umbria",4
"S. F. Romana","Napo Torriani",11
"S. F. Romana","Napoli - Washington",1
"S. F. Romana","Naviglio G.Valenza",1
"S. F. Romana","Novelli - Carnaghi",44
"S. F. Romana","P.zza Luigi di Savoia",2
"S. F. Romana","Pagano - Guido D'Arezzo",2
"S. F. Romana","Palazzo Marino",38
"S. F. Romana","Palestro 1",20
"S. F. Romana","Palestro 2",6
"S. F. Romana","Patellani",1
"S. F. Romana","Piazza Carbonari",2
"S. F. Romana","Piazza Nizza",1
"S. F. Romana","Piazzale Lodi",7
"S. F. Romana","Piazzi - Bernina",4
"S. F. Romana","Piola",37
"S. F. Romana","Pola RL",2
"S. F. Romana","Porta Nuova",7
"S. F. Romana","Porta Venezia",3
"S. F. Romana","Porta Venezia 2",5
"S. F. Romana","Porta Volta civ. 5",8
"S. F. Romana","Procaccini - Gramsci",2
"S. F. Romana","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",3
"S. F. Romana","Regina Margherita",2
"S. F. Romana","Reni - Guardi",60
"S. F. Romana","Repubblica",7
"S. F. Romana","Resistenza Partigiana",2
"S. F. Romana","Restelli - Galvani RL 1",2
"S. F. Romana","Richini",41
"S. F. Romana","Ripamonti Bellezza",3
"S. F. Romana","Risorgimento",25
"S. F. Romana","Romagna - Pascoli",61
"S. F. Romana","Rosario",2
"S. F. Romana","Rotonda della Besana",17
"S. F. Romana","S. F. Romana",43
"S. F. Romana","S. Nazaro in Brolo",6
"S. F. Romana","S. Stefano",22
"S. F. Romana","S.Gioachimo",27
"S. F. Romana","San Babila",146
"S. F. Romana","San Barnaba H Mangiagalli",7
"S. F. Romana","San Giorgio",6
"S. F. Romana","San Giovanni sul Muro",4
"S. F. Romana","San Gottardo - Gentilino",1
"S. F. Romana","San Lorenzo - ""Colonne""",5
"S. F. Romana","San Marco",8
"S. F. Romana","San Pietro all'Orto",40
"S. F. Romana","San Pietro in Gessate",36
"S. F. Romana","Sant'Angelo - P.ta Nuova",27
"S. F. Romana","Santa Maria Beltrade",8
"S. F. Romana","Santa Sofia",3
"S. F. Romana","Santissima Trinità",4
"S. F. Romana","Sarpi Albertini",10
"S. F. Romana","Sarpi Niccolini",28
"S. F. Romana","Segantini - Darwin",1
"S. F. Romana","Sempione - RAI",1
"S. F. Romana","Senato",12
"S. F. Romana","Settembrini - Vitruvio",28
"S. F. Romana","Sraffa",3
"S. F. Romana","Stefini - Ressi",1
"S. F. Romana","Susa - Sidoli",33
"S. F. Romana","Taramelli RL",2
"S. F. Romana","Temolo - Innovazione",1
"S. F. Romana","Teodorico - Gattamelata",1
"S. F. Romana","Teodosio - Pacini",44
"S. F. Romana","Tiraboschi - Muratori",4
"S. F. Romana","Torino - Carrobbio",1
"S. F. Romana","Treves",21
"S. F. Romana","Triennale",1
"S. F. Romana","Tunisia - Cozzi",34
"S. F. Romana","Tunisia Lecco Bellintani",4
"S. F. Romana","Università Bocconi",18
"S. F. Romana","Università Cattolica",1
"S. F. Romana","Velasca",17
"S. F. Romana","Vercelli - Piemonte",3
"S. F. Romana","Verrocchio - Juvara",35
"S. F. Romana","VIII novembre",9
"S. F. Romana","Vittor Pisani",55
"S. F. Romana","XXII Marzo",6
"S. F. Romana","XXIV Maggio",5
"S. F. Romana","XXV Aprile",24
"S. Nazaro in Brolo","Adamello - Lorenzini",5
"S. Nazaro in Brolo","Amendola M1",1
"S. Nazaro in Brolo","Aquileia",2
"S. Nazaro in Brolo","Arcivescovado",15
"S. Nazaro in Brolo","Arco della Pace 1 - Bertani",1
"S. Nazaro in Brolo","Arco della Pace 2 - Pagano",2
"S. Nazaro in Brolo","Arcole - Argelati",1
"S. Nazaro in Brolo","Ascanio Sforza - Pavia",3
"S. Nazaro in Brolo","Augusto",4
"S. Nazaro in Brolo","Bacone - Monteverdi",17
"S. Nazaro in Brolo","Balilla - Tibaldi",3
"S. Nazaro in Brolo","Beatrice d'Este - Cassolo",5
"S. Nazaro in Brolo","Beccaria",62
"S. Nazaro in Brolo","Benaco - Brembo",10
"S. Nazaro in Brolo","Bergognone - Tortona",2
"S. Nazaro in Brolo","Bertarelli",9
"S. Nazaro in Brolo","Bocconi 2 - Bach",1
"S. Nazaro in Brolo","Bocconi 3 - I. Aragona",14
"S. Nazaro in Brolo","Bonomelli",4
"S. Nazaro in Brolo","Borgogna",10
"S. Nazaro in Brolo","Brenta MM",3
"S. Nazaro in Brolo","Brera",7
"S. Nazaro in Brolo","Brescia",11
"S. Nazaro in Brolo","Buenos Aires - Argentina",1
"S. Nazaro in Brolo","Buonarroti",1
"S. Nazaro in Brolo","Cadore - Pinaroli",5
"S. Nazaro in Brolo","Cadorna 1",17
"S. Nazaro in Brolo","Cadorna 2",1
"S. Nazaro in Brolo","Cadorna 3",27
"S. Nazaro in Brolo","Cairoli",8
"S. Nazaro in Brolo","Caldara / Curtatone",7
"S. Nazaro in Brolo","Caneva - Tolentino",1
"S. Nazaro in Brolo","Canova - Sangiorgio",2
"S. Nazaro in Brolo","Cantore",2
"S. Nazaro in Brolo","Cantù",10
"S. Nazaro in Brolo","Cardinal Ferrari",2
"S. Nazaro in Brolo","Castel Morrone - M. A. Di Savoia",18
"S. Nazaro in Brolo","Castello Acquario civico",1
"S. Nazaro in Brolo","Cavour",2
"S. Nazaro in Brolo","Centrale 1",3
"S. Nazaro in Brolo","Centrale 2",3
"S. Nazaro in Brolo","Chiesa - E. Filiberto",1
"S. Nazaro in Brolo","Cinque Giornate",8
"S. Nazaro in Brolo","Cirene - Friuli",2
"S. Nazaro in Brolo","Col di Lana - Col Moschin",3
"S. Nazaro in Brolo","Conciliazione",1
"S. Nazaro in Brolo","Coni Zugna Solari",20
"S. Nazaro in Brolo","Cordusio",5
"S. Nazaro in Brolo","Crema - Giulio Romano",6
"S. Nazaro in Brolo","Crocetta",3
"S. Nazaro in Brolo","Cusani",5
"S. Nazaro in Brolo","D'Ancona",7
"S. Nazaro in Brolo","Dante - San Tomaso",4
"S. Nazaro in Brolo","De Angeli - R. Sanzio",5
"S. Nazaro in Brolo","De Angeli - Ripamonti",11
"S. Nazaro in Brolo","Dell'Umanitaria",5
"S. Nazaro in Brolo","Diaz",30
"S. Nazaro in Brolo","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE",2
"S. Nazaro in Brolo","Duomo",30
"S. Nazaro in Brolo","Durante - D'aviano",1
"S. Nazaro in Brolo","Edison",2
"S. Nazaro in Brolo","Emilia - Piceno",1
"S. Nazaro in Brolo","F.Filzi",2
"S. Nazaro in Brolo","Farini - Quadrio",1
"S. Nazaro in Brolo","Fatebenefratelli",5
"S. Nazaro in Brolo","Festa del Perdono",3
"S. Nazaro in Brolo","Fiamma",1
"S. Nazaro in Brolo","Foppa - Caravaggio",3
"S. Nazaro in Brolo","Friuli",5
"S. Nazaro in Brolo","Garibaldi - Sturzo",2
"S. Nazaro in Brolo","Gioia - Carissimi",1
"S. Nazaro in Brolo","Giovanni XXIII",4
"S. Nazaro in Brolo","Gorini - Strambio",3
"S. Nazaro in Brolo","Gorizia 1",2
"S. Nazaro in Brolo","Gorizia 2",1
"S. Nazaro in Brolo","Indipendenza-Castel Morrone",1
"S. Nazaro in Brolo","Italia - San Martino",12
"S. Nazaro in Brolo","IV Novembre",1
"S. Nazaro in Brolo","Lanza",2
"S. Nazaro in Brolo","Lazio - Vasari - Morosini",8
"S. Nazaro in Brolo","Legnano Arena civica",3
"S. Nazaro in Brolo","Lodi - Papi",9
"S. Nazaro in Brolo","Lombardia - Vallazze",1
"S. Nazaro in Brolo","Mac Mahon - Caracciolo",1
"S. Nazaro in Brolo","Majno - Baretti",24
"S. Nazaro in Brolo","Manin - Bastioni",2
"S. Nazaro in Brolo","Manzoni",2
"S. Nazaro in Brolo","Mascagni",9
"S. Nazaro in Brolo","Meda",33
"S. Nazaro in Brolo","Medaglie D'Oro 1",1
"S. Nazaro in Brolo","Medaglie D'Oro 2",15
"S. Nazaro in Brolo","Mentana",1
"S. Nazaro in Brolo","Milizie - Tortona",2
"S. Nazaro in Brolo","Missori",8
"S. Nazaro in Brolo","Modena - Castel Morrone",2
"S. Nazaro in Brolo","Molino delle Armi",12
"S. Nazaro in Brolo","Montenero - Spartaco",2
"S. Nazaro in Brolo","Morgagni Redi",2
"S. Nazaro in Brolo","Morozzo della Rocca",6
"S. Nazaro in Brolo","Moscova",7
"S. Nazaro in Brolo","Muratori - Umbria",6
"S. Nazaro in Brolo","Napo Torriani",1
"S. Nazaro in Brolo","Napoli - Washington",3
"S. Nazaro in Brolo","Naviglio G.Valenza",1
"S. Nazaro in Brolo","Naviglio Pavese - Torricelli",4
"S. Nazaro in Brolo","P.zza Luigi di Savoia",2
"S. Nazaro in Brolo","Palazzo Marino",16
"S. Nazaro in Brolo","Palestro 1",2
"S. Nazaro in Brolo","Palestro 2",2
"S. Nazaro in Brolo","Patellani",5
"S. Nazaro in Brolo","Piazzale Lodi",15
"S. Nazaro in Brolo","Piola",3
"S. Nazaro in Brolo","Porta Genova",4
"S. Nazaro in Brolo","Porta Nuova",4
"S. Nazaro in Brolo","Porta Venezia",6
"S. Nazaro in Brolo","Porta Venezia 2",7
"S. Nazaro in Brolo","Procaccini - Gramsci",15
"S. Nazaro in Brolo","Procaccini . Cimitero Monumentale",1
"S. Nazaro in Brolo","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",4
"S. Nazaro in Brolo","Regina Margherita",4
"S. Nazaro in Brolo","Reni - Guardi",2
"S. Nazaro in Brolo","Resistenza Partigiana",21
"S. Nazaro in Brolo","Richini",3
"S. Nazaro in Brolo","Ripamonti Bellezza",11
"S. Nazaro in Brolo","Risorgimento",5
"S. Nazaro in Brolo","Roncaglia - Washington",3
"S. Nazaro in Brolo","Rosario",4
"S. Nazaro in Brolo","Rotonda della Besana",5
"S. Nazaro in Brolo","S. F. Romana",4
"S. Nazaro in Brolo","S. Nazaro in Brolo",21
"S. Nazaro in Brolo","S. Stefano",10
"S. Nazaro in Brolo","S.Gioachimo",1
